adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count,runtime,budget,revenue,status,tagline,director
False,/9xfDWXAUbFXQK585JvByT5pEAhe.jpg,"16,28,12,878",569094,Spider-Man: Across the Spider-Verse,en,Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse's very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",28.4704,/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,2023-05-31,False,False,8.336,8669,140,100000000,690897910,Released,It's how you wear the mask that matters.,Kemp Powers
False,/zYm62AouAahA71AoOWHE5Qb0FYH.jpg,18,1646787,Sundutan,tl,Sundutan,"A hole on the wall accidentally connects two women emotionally and physically. Forbidden love, greed, betrayal... what lies beyond the hole? And for how long can they keep covering it up?",28.3802,/2neZgVuY7prWIak5hhNKT53Hk0N.jpg,2026-03-06,False,False,4.0,1,70,0,0,Released,,Rodante Pajemna Jr.
False,/6G73mNyooWAEQTpckPSnFxFoNmc.jpg,"12,14,28",121,The Lord of the Rings: The Two Towers,en,The Lord of the Rings: The Two Towers,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",28.3293,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,2002-12-18,False,False,8.42,23966,179,79000000,926287400,Released,The journey continues.,Peter Jackson
False,/iGBbWXmAIgpiWg9Mx2D2gLzbg4n.jpg,"18,10749",269955,Obsessed,ko,인간중독,"A secret, passionate affair happens in the summer of 1969 between Colonel Jin Pyeong, trapped in a loveless marriage with Soo Jin, and Jong Ga Heun, the Chinese-Korean wife of Captain Kyung Woo Jin.",28.2863,/fetCtoAvZShCk1nqAWZFuKZschR.jpg,2014-05-14,False,False,6.7,82,132,0,0,Released,"If I cannot see you, I can't even breathe…",Kim Dae-woo
False,/uisqfUnVHQrib6X7t5yGtIhGVgt.jpg,"16,28,10749,14",1218925,Chainsaw Man - The Movie: Reze Arc,ja,劇場版 チェンソーマン レゼ篇,"In a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into Denji's world, and he faces his deadliest battle yet, fueled by love in a world where survival knows no rules.",28.2693,/4IS7CHfTYDx8RZAXG7hU9J1ZcQy.jpg,2025-09-19,False,False,8.4,925,100,4100000,191400000,Released,"Lost Love, Flower, Chainsaw.",Tatsuya Yoshihara
False,,18,484503,The Black Pearl,zh,黑珍珠,"Women are beaten, raped, tortured and killed in brutal prison.",28.1479,/yRlYkjecV3lJf51jIJI9ECzofVQ.jpg,1982-01-01,False,False,0.0,0,0,0,0,Released,,Yao Feng-Pan
False,/9qYPmrdpGT58hd3wSam82pmPIoW.jpg,"27,53",1571594,The Photographer,es,La fotógrafa,"Inna, a young post-mortem photographer, arrives at a remote orphanage in northern Spain to capture the final image of Alejandra, a girl found dead under mysterious circumstances. But as her lens lingers on the tragedy, Inna begins to sense a dark presence within the orphanage's walls-an evil that refuses to remain hidden and threatens to make her its next subject.",27.9934,/95pZ9yB5SABddzaINITvZd7SvER.jpg,2025-10-30,False,False,6.5,4,70,0,0,Released,,Carlos Marbán
False,/gILte6Zd7m1YneIr6MVhh30S9pr.jpg,"18,80",769,GoodFellas,en,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",27.99,/9OkCLM73MIU2CrKZbqiT8Ln1wY2.jpg,1990-09-12,False,False,8.5,14409,145,25000000,47072327,Released,Three decades of life in the mafia.,Martin Scorsese
False,/7IGKrY1f1KfwMipx9wZC4NRgIdF.jpg,"18,10749,53",216015,Fifty Shades of Grey,en,Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",27.9433,/63kGofUkt1Mx0SIL4XI4Z5AoSgt.jpg,2015-02-11,False,False,5.867,12405,125,40000000,569651467,Released,Mr. Grey will see you now.,Sam Taylor-Johnson
False,/9gWrxuOJeArUbvnqrZALSjhPv9Y.jpg,"36,28,12,10752",1207162,Rise of the Conqueror,en,Rise of the Conqueror,"In the 14th-century, as the Silk Road crumbles and rival factions tear the land apart, fearless warrior Timur emerges from exile. Stripped of everything, he fights to unite the fractured kingdoms, using strategy and sheer will to carve an empire from chaos. Undefeated in battle and widely regarded as one of history’s greatest military leaders and tacticians, not to mention one of its most brutal, Timur would found the Timurid Empire, which ruled over modern-day Afghanistan, Iran and Central Asia.",27.8826,/9cRE0DsM6CNIiY9Ah3cd8oc3n1Y.jpg,2026-04-09,False,False,6.063,16,119,30000000,0,Released,His legacy will be written in fire and blood.,Jacob Schwarz
False,/i5H7zusQGsysGQ8i6P361Vnr0n2.jpg,"80,9648,53",807,Se7en,en,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",27.8689,/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,1995-09-22,False,False,8.382,23159,127,33000000,327311859,Released,Gluttony. Greed. Sloth. Envy. Wrath. Pride. Lust.,David Fincher
False,/vh7np635kDIcfO6x2Y9ElgLJsuI.jpg,"80,27,9648",4232,Scream,en,Scream,"A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.",27.8606,/lr9ZIrmuwVmZhpZuTCW8D9g0ZJe.jpg,1996-12-20,False,False,7.43,7986,112,14000000,173046663,Released,Someone has taken their love of scary movies one step too far. Solving this mystery is going to be murder.,Wes Craven
False,/hdLsZ3dCjKt5A6xDpoo3UFgcTSm.jpg,"27,28",1426822,Mortal Game,en,Mortal Game,"A group of hunters travel to a mysterious island to track down a legendary forest creature. They soon realize their guide has set them up as bait, forcing them to confront a highly intelligent predator that terrorizes them one by one.",27.6686,/iCvucorbs3hFqWshDbLe0fHzB71.jpg,2025-02-03,False,False,4.917,12,85,0,0,Released,,John Lechago
False,/yPbW94JRopYqjz2CLyEiUhEwbB5.jpg,10749,300496,Nefeli,el,Nefeli,"A beautiful woman is going to the island of Lesbos to rest, there she will meet two other beautiful young women and it will be great having sex with everyone.",27.4,/4EgkcisexFjGfQmGI0IrVxZUBIv.jpg,1980-01-01,False,False,3.6,7,110,10000000,0,Released,Nefeli and her two best friends invite you in a world of sensualism.,Omiros Efstratiadis
False,/66Kn4XWhkuPkJxOJyPEx4U2CUfN.jpg,"35,18,10749",13,Forrest Gump,en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",27.359,/Cw4hIUIAmSYfK9QfaUW5igp9La.jpg,1994-06-23,False,False,8.465,29831,142,55000000,677387716,Released,The world will never be the same once you've seen it through the eyes of Forrest Gump.,Robert Zemeckis
False,/kwNIQW7egAmI66sb0zIugMbpCfU.jpg,"28,53,80",1306368,The Rip,en,The Rip,"Trust frays when a team of Miami cops discovers millions in cash inside a run-down stash house, calling everyone — and everything — into question.",27.3384,/4wsYWH73Hb1B6noGIFaRQSAkuXj.jpg,2026-01-13,False,False,7.081,1666,113,100000000,0,Released,Count the money. Count it again. Count on no one.,Joe Carnahan
False,/oRzXPixvyO3zHbAXatpOwbM6u1S.jpg,"27,9648,53",405746,Door,ja,DOOR,"Yasuko, a housewife, lives in an urban high-rise apartment with her husband Satoru and her son Takuto.  Annoyed by spam calls and door-to-door salesmen, Yasuko slams the door on a salesman’s hand when he tries to squeeze a flyer through the apartment's chained front door. He leaves, but the next day, her nightmare starts.",27.2234,/uNTZ9vp32AYd6kcAcm63jVg6u44.jpg,1988-05-14,False,False,6.0,26,94,0,0,Released,,Banmei Takahashi
False,/qE0FswzjACs2kvAycYVS2zcmgec.jpg,"35,28,12",1084577,Balls Up,en,Balls Up,"Two marketing executives go ""balls out"" and pitch a bold full‑coverage condom sponsorship with the World Cup. After their drunken celebration in Brazil sparks a global scandal, they must outrun furious fans, criminals, and power-hungry officials to salvage their careers and make it home alive.",27.2044,/xwvJ3WzdJ1OCuDoY8LAxBUlQyig.jpg,2026-04-15,False,False,5.902,261,104,0,0,Released,Their survival takes a big pair.,Peter Farrelly
False,/mMtUybQ6hL24FXo0F3Z4j2KG7kZ.jpg,"16,10749,18",372058,Your Name.,ja,君の名は。,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",27.1624,/q719jXXEzOoYaps6babgKnONONX.jpg,2016-08-26,False,False,8.481,12613,106,7500000,405320132,Released,"Separated by distance, connected by fate.",Makoto Shinkai
False,/4QLdZ2A8mkDWp2rpfgDrwmeCtUW.jpg,"28,12,80",47971,xXx: Return of Xander Cage,en,xXx: Return of Xander Cage,"Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.",27.1566,/hba8zREJpP1AYhaXgb2oJLQeO0K.jpg,2017-01-13,False,False,6.132,9236,107,85000000,346118277,Released,"There are no more patriots, just rebels and tyrants.",D.J. Caruso
False,/gM1kQRPwOVW1Eos5tVWqcYmHR5S.jpg,"27,9648",1470130,The Mortuary Assistant,en,The Mortuary Assistant,"Rebecca Owens, a recent mortuary science graduate takes a night shift job at River Fields Mortuary. Initially, the job seems straightforward — embalming bodies, completing paperwork, and keeping things tidy. But once Rebecca starts working the night shift, things take a dark turn.",27.0979,/72AoFPC5TY4DfJwXXS9rPwPeReD.jpg,2026-02-13,False,False,5.513,116,91,0,1300011,Released,Alone with the dead.,Jeremiah Kipp
False,/sDTnMOJ3H5wI38OxObmCtK7wfd5.jpg,"16,35,10751,14",585,"Monsters, Inc.",en,"Monsters, Inc.","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.",27.058,/wFSpyMsp7H0ttERbxY7Trlv8xry.jpg,2001-11-01,False,False,7.851,19819,92,115000000,579700000,Released,We scare because we care.,Pete Docter
False,/zBG5Mg29NH9xxpWMMG7BIvKwYhL.jpg,"10749,18",829557,365 Days: This Day,pl,365 dni: Ten dzień,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",26.9244,/7qU0SOVcQ8BTJLodcAlulUAG16C.jpg,2022-04-26,False,False,5.942,1848,110,0,0,Released,Oh Yes.,Barbara Białowąs
False,/8ODNt5olCeIqBYTP3GgXEQYTfeX.jpg,"27,878,53",933260,The Substance,en,The Substance,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",26.9073,/lqoMzCcZYEFK729d6qzt349fB4o.jpg,2024-09-07,False,False,7.134,6058,141,17500000,77316812,Released,Have you ever dreamt of a better version of yourself?,Coralie Fargeat
False,/9M7CfAYjhdXJk7em6khWH2aUjq7.jpg,"53,80,18,27",15356,The Girl Next Door,en,The Girl Next Door,"In a quiet suburban town in the summer of 1958, two recently orphaned sisters are placed in the care of their mentally unstable Aunt Ruth. But Ruth's depraved sense of discipline will soon lead to unspeakable acts of abuse and torture that involve her young sons, the neighborhood children, and one 12-year-old boy whose life will be changed forever.",26.8749,/dXjLp7k7ILyg22T0s9VvpPKc9jn.jpg,2007-07-19,False,False,6.653,786,91,0,0,Released,"In this town, murder became the neighborhood game.",Gregory Wilson
False,/kGzFbGhp99zva6oZODW5atUtnqi.jpg,"18,80",240,The Godfather Part II,en,The Godfather Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",26.8213,/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,1974-12-20,False,False,8.572,13964,202,13000000,102600000,Released,The rise and fall of the Corleone empire.,Francis Ford Coppola
False,/qFKb25O9ROiGYt3GwtuXG5Lb2J.jpg,"27,53,28,12",396535,Train to Busan,ko,부산행,"When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.",26.7452,/vNVFt6dtcqnI7hqa6LFBUibuFiw.jpg,2016-07-20,False,False,7.75,8405,118,8500000,87547518,Released,Life-or-death survival begins.,Yeon Sang-ho
False,/538U9snNc2fpnOmYXAPUh3zn31H.jpg,"28,53,12",575265,Mission: Impossible - The Final Reckoning,en,Mission: Impossible - The Final Reckoning,"Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.",26.7336,/z53D72EAOxGRqdr7KXXWp9dJiDe.jpg,2025-05-17,False,False,7.171,2857,170,400000000,598767057,Released,Our lives are the sum of our choices.,Christopher McQuarrie
False,/bQSfsZDaBWZCHI8Z2nrN1hkR6EG.jpg,"35,27",246403,Tusk,en,Tusk,"When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",26.667,/pA2SgITmH0lzet9Nn5cxeinRKMv.jpg,2014-09-19,False,False,5.534,1633,102,3000000,1882074,Released,A truly transformative tale,Kevin Smith
False,/qwK9soQmmJ7kRdjLZVXblw3g7AQ.jpg,"28,12,53,80,18",7451,xXx,en,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",26.5142,/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,2002-08-09,False,False,5.988,4924,124,70000000,277448382,Released,A new breed of secret agent.,Rob Cohen
False,/b6HWTOxn1xevvyHU2K9ICvaRU6g.jpg,"14,18,80",497,The Green Mile,en,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",26.5015,/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg,1999-12-10,False,False,8.507,19326,189,60000000,286801374,Released,Paul Edgecomb didn't believe in miracles. Until the day he met one.,Frank Darabont
False,/zo8CIjJ2nfNOevqNajwMRO6Hwka.jpg,"12,16,35,10751,14",1241982,Moana 2,en,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",26.4591,/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg,2024-11-21,False,False,7.005,3093,100,150000000,1059242164,Released,The ocean is calling them back.,David G. Derrick Jr.
False,/tPpYGm2mVecue7Bk3gNVoSPA5qn.jpg,"28,12,878",315635,Spider-Man: Homecoming,en,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",26.4523,/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,2017-07-05,False,False,7.331,23209,133,175000000,880978185,Released,Homework can wait. The city can't.,Jon Watts
False,/zQ8AxTPiCiS5nnwXpwTBPBHSaa5.jpg,"28,878",557,Spider-Man,en,Spider-Man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",26.4413,/kjdJntyBeEvqm9w97QGBdxPptzj.jpg,2002-05-01,False,False,7.332,20713,121,139000000,821708551,Released,Go for the ultimate spin.,Sam Raimi
False,/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg,"28,18",361743,Top Gun: Maverick,en,Top Gun: Maverick,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",26.3036,/n0YuM4f5lvGAP6MAW2kBIzugXnc.jpg,2022-05-21,False,False,8.159,11035,131,170000000,1488732821,Released,Feel the need... The need for speed.,Joseph Kosinski
False,,27,687259,Ghost Stories,zh,镜花风月三之螺女挑情,,26.2755,/m4ALMhsuqOOUkkABvgQWfrgoL8y.jpg,1982-01-01,False,False,6.2,2,80,0,0,Released,,Hsin Yen
False,/twsxsfao6ZOVvT8LfudH603MMi6.jpg,"28,16,35,10751,878",519182,Despicable Me 4,en,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",26.2662,/wWba3TaojhK7NdycRhoQpsG0FaH.jpg,2024-06-20,False,False,6.988,3217,94,100000000,972021410,Released,Things just got a little more despicable.,Chris Renaud
False,/1fkuBPid72KGS6WmtkEXMftZtkE.jpg,"80,18",875828,Peaky Blinders: The Immortal Man,en,Peaky Blinders: The Immortal Man,"After his estranged son gets embroiled in a Nazi plot, self-exiled gangster Tommy Shelby must return to Birmingham to save his family — and his nation.",26.22,/gRMalasZEzsZi4w2VFuYusfSfqf.jpg,2026-03-05,False,False,7.247,1017,112,0,0,Released,It will all come to this.,Tom Harper
False,/nv5wwZou159v5OC61i4ElR7OqyY.jpg,"14,16,12",4935,Howl's Moving Castle,ja,ハウルの動く城,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.",26.1783,/13kOl2v0nD2OLbVSHnHk8GUFEhO.jpg,2004-09-09,False,False,8.387,11118,119,24000000,236049757,Released,The two lived there.,Hayao Miyazaki
False,/gzOamXAMuBpWFcCitMdEoAVAjCf.jpg,"10749,35,18",1510769,29,ta,29,"A quirky 29-year-old named Sathya embarks on an unexpected journey of laughter, unlikely friendships, and self-discovery. Through hilarious misadventures and chance encounters, he slowly sees life's bigger picture - its surprises, joys, and second chances.",26.1331,/aQZ4OxzaYTN7cRN7fALi9BhPucp.jpg,2026-05-08,False,False,7.4,5,149,0,0,Released,,Rathna Kumar
False,/ljaRxXl7XzffsQU4LxFnaiIhglv.jpg,"53,80,9648",1210938,Revelations,ko,계시록,A pastor who believes in divine revelation and a detective haunted by visions pursue a missing person case — exposing their own demons in the process.,26.1281,/ak0HlRVsVzh8mvwIUZpZr0z6uqW.jpg,2025-03-20,False,False,6.379,203,122,0,0,Released,"With twisted faith, madness begins.",Yeon Sang-ho
False,/zOpe0eHsq0A2NvNyBbtT6sj53qV.jpg,"28,878,35,10751",939243,Sonic the Hedgehog 3,en,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",25.8508,/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg,2024-12-19,False,False,7.616,3305,110,122000000,492162604,Released,New adventure. New rival.,Jeff Fowler
False,/oGD1dZvojZssnd9Ua6RUalEEHQu.jpg,"99,80",1699155,Maternal Instinct,en,Maternal Instinct,Police pull over a woman who claims she just gave birth. But the baby — and the blood — aren't hers. Twisted lies unravel in this true-crime documentary.,25.8346,/4KdmT71AGzDMp5hJbAu9vysKQKT.jpg,2026-06-11,False,False,7.25,14,97,0,0,Released,,Jessica Dimmock
False,/7lmBufEG7P7Y1HClYK3gCxYrkgS.jpg,"12,28,878",10138,Iron Man 2,en,Iron Man 2,"With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies.",25.6629,/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,2010-04-28,False,False,6.855,22421,124,200000000,623933331,Released,"It's not the armor that makes the hero, but the man inside.",Jon Favreau
False,/7cHPvy3aF1mDMX1zqmZRt8YE7Vr.jpg,"28,35",1316427,7 Dogs,ar,7 كلاب,Interpol agent Khalid Al-Azzazi joins forces with Ghali Abu Dawood from the 7 Dogs crime syndicate to fight drug trafficking.,25.5374,/66n5bB6iYTWsWMz0mh3Qv7qmzIJ.jpg,2026-05-27,False,False,6.4,5,123,40000000,0,Released,Not all dogs stay loyal.,Adil El Arbi
False,/neeNHeXjMF5fXoCJRsOmkNGC7q.jpg,"18,36",872585,Oppenheimer,en,Oppenheimer,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,25.5045,/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,2023-07-19,False,False,8.027,11854,181,100000000,952000000,Released,The world forever changes.,Christopher Nolan
False,/o3i6AfTcWAuNvzAUV3q5lOmi6Gx.jpg,"16,10751,12,18,35",150540,Inside Out,en,Inside Out,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",25.2118,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,2015-06-17,False,False,7.909,23494,95,175000000,857611174,Released,Meet the little voices inside your head.,Pete Docter
False,/m2QvGozzKz5ux74gKocn4kFTGz1.jpg,"18,10749",796,Cruel Intentions,en,Cruel Intentions,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",25.1548,/76cCsRtQ5MJBAqoigojXsLXLJwh.jpg,1999-03-05,False,False,6.8,3591,97,10500000,76347426,Released,"In the game of seduction, there is only one rule: Never fall in love.",Roger Kumble
False,/kkRpcauZoBFKnH0Qsy7J5qtwBF5.jpg,"10749,18",1371023,Chand Mera Dil,hi,चाँद मेरा दिल,"Aarav and Chandni's passionate college romance is struck by adulthood far too soon, forcing the two young lovers to balance their ambitions with responsibility and realize the evolved meaning of love.",25.1144,/9LPkXJustudEBgPZEm9tgDx5KtC.jpg,2026-05-22,False,False,5.4,4,142,0,0,Released,When love grows faster than life,Vivek Soni
False,/v0NEB75SZjxY8GS3ho8WeEvjIT3.jpg,"9648,18,27",680493,Return to Silent Hill,en,Return to Silent Hill,"When James receives a mysterious letter from his lost love Mary, he is drawn to Silent Hill—a once-familiar town now consumed by darkness. As he searches for her, James faces monstrous creatures and unravels a terrifying truth that will push him to the edge of his sanity.",25.0204,/mdw7bSnE11WpwWf3ViXtnavuqiT.jpg,2026-01-21,False,False,5.418,619,106,23000000,47976996,Released,Guilt is a place you can never leave.,Christophe Gans
False,/7Nwnmyzrtd0FkcRyPqmdzTPppQa.jpg,"80,18,35",106646,The Wolf of Wall Street,en,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",24.9331,/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg,2013-12-25,False,False,8.028,25973,180,100000000,407038432,Released,Earn. Spend. Party.,Martin Scorsese
False,/zb6fM1CX41D9rF9hdgclu0peUmy.jpg,"18,36,10752",424,Schindler's List,en,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,24.922,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,1993-12-15,False,False,8.569,17514,195,22000000,321365567,Released,"Whoever saves one life, saves the world entire.",Steven Spielberg
False,/4qCqAdHcNKeAHcK8tJ8wNJZa9cx.jpg,"12,28,878",11,Star Wars,en,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,24.9024,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg,1977-05-25,False,False,8.2,22387,121,11000000,775398007,Released,"A long time ago in a galaxy far, far away...",George Lucas
False,/qVgZu5BTx6pu4owCvVOm4zjTfOi.jpg,"878,12",438631,Dune,en,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",24.7583,/gDzOcq0pfeCeqMBwKIJlSmQpjkZ.jpg,2021-09-15,False,False,7.78,14958,155,165000000,410668500,Released,It begins.,Denis Villeneuve
False,/tbbyUOh6Jd45hDun3kLyZkCttkI.jpg,"10749,18",64641,Monika,it,La ragazzina,"Monika is young, beautiful and a virgin. She is only 16 years old, and, beside getting the attention of all her classmates, she also attracts older men. She has a relationship with a boy, Leo, but she doesn't know that he uses to pimp the girls he seduces to rich businessmen. One of Leo's client befriends Monika and becomes so obsessed that he pays Leo to get her. But Monika turns her attention to her art professor, unknowing that he too has his secrets.",24.6064,/y8Byo8Mwd1a9JwISWLYR0zVxA5.jpg,1974-02-28,False,False,4.7,20,93,0,0,Released,,Mario Imperoli
False,/6pqJ5v7Q49aUZYtjnKqoJs2PTaf.jpg,10749,1232221,Mother-in-law in Love With Son-in-law 4,ko,사위 사랑은 장모 4,"Joon-yeon and So-hyeon are living together with Joon-yeon's young and pretty mother-in-law for a while after his father-in-law remarries. One day, Joon-yeon is left home alone with his mother-in-law due to So-hyeon and her father-in-law's sudden business trip. The mother-in-law seduces her handsome son-in-law on a hot night. Unable to forget the sex he had with his mother-in-law, Joon-yeon even plans to have a threesome with his wife and his mother-in-law.",24.5783,/o3yMT5okmLA3x9rTe5tCrqke1oI.jpg,2023-12-26,False,False,4.0,1,71,0,0,Released,,Choi Yoon-ji-I
False,/8mnXR9rey5uQ08rZAvzojKWbDQS.jpg,"16,28,12,878",324857,Spider-Man: Into the Spider-Verse,en,Spider-Man: Into the Spider-Verse,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",24.5197,/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg,2018-12-06,False,False,8.393,17293,117,90000000,394884133,Released,Enter a universe where more than one wears the mask.,Bob Persichetti
