adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count,runtime,budget,revenue,status,tagline,director
False,/AoSZyb37ljMAxw0RdeQEBHKtgcc.jpg,"10751,16,12,35,14",330457,Frozen II,en,Frozen II,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",19.189,/mINJaa34MtknCYl5AjtNJzWj8cD.jpg,2019-11-20,False,False,7.231,10299,103,150000000,1453683476,Released,The past is not what it seems.,Jennifer Lee
False,/be5T7oHxmDG4ytEimwPdmDHZD9N.jpg,27,1352874,The Crucifix: Blood of the Exorcist,en,The Crucifix: Blood of the Exorcist,"A gruesome discovery in the grounds of their new home plunges a young couple into a maelstrom of spiritual possession, pagan rituals, Viking battles, and violent revenge.",19.1642,/u3qOxvlykoTpurg1G8VOcawoePI.jpg,2025-01-09,False,False,5.526,57,92,100000,82873,Released,She was chosen. Not saved.,Stephen Roach
False,/vcrgU0KaNj5mKUCIQSUdiQwTE9y.jpg,"12,14",12444,Harry Potter and the Deathly Hallows: Part 1,en,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",19.1402,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,2010-11-17,False,False,7.735,20411,146,250000000,954305868,Released,Nowhere is safe.,David Yates
False,/eTlcNXGv32zkVI7ZDHhfeaKHXKQ.jpg,"28,9648,878,53",198663,The Maze Runner,en,The Maze Runner,"A teenager with no memory of his past finds himself among a group of boys living in a walled enclosure surrounded by a massive, ever-changing maze. As he struggles to adapt to their rules and society, he begins to uncover clues that may lead to escape and the truth behind their confinement.",19.1323,/ode14q7WtDugFDp78fo9lCsmay9.jpg,2014-09-10,False,False,7.189,18132,113,34000000,348319861,Released,Get ready to run.,Wes Ball
False,/8ohobj5lAIbl5XWw11FywS3IRrS.jpg,"16,35,10751,14,10749",809,Shrek 2,en,Shrek 2,"Happily ever after never seemed so far far away when a trip to meet the in-laws turns into a hilariously twisted adventure for Shrek and Fiona. With the help of his faithful Donkey, Shrek takes on a potion-brewing Fairy Godmother, the pompous Prince Charming, and the ogre-killer, Puss In Boots.",19.0908,/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg,2004-05-19,False,False,7.318,13455,92,150000000,935454538,Released,What happens after happily ever after?,Conrad Vernon
False,/hlfu6g0h0D65SjkVhQBU20zePTl.jpg,"28,12,14,16",1357633,Solo Leveling -ReAwakening-,ja,俺だけレベルアップな件 -ReAwakening-,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.",19.0633,/dblIFen0bNZAq8icJXHwrjfymDW.jpg,2024-11-26,False,False,7.16,272,116,0,6331827,Released,,Shunsuke Nakashige
False,/6cpRpfD3isvluFwXDGSiDVyibPJ.jpg,"10749,18",829560,The Next 365 Days,pl,Kolejne 365 dni,Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues while a tenacious Nacho works to push them apart.,19.0588,/8AWm7iMcsCI3DdGz4YEJtiMDp8Z.jpg,2022-08-18,False,False,6.381,1321,112,0,0,Released,,Tomasz Mandes
False,/4DsimVDoDW4i6SwD0kodzgSUvui.jpg,"10749,18,53",1358280,Taboo: Family Secrets,en,Taboo: Family Secrets,"A family is fractured by Lukas, the patriarch, and his ongoing infidelities. When the son Tyler comes home for a visit, a taboo passion between him and his stepmother Amanda blossoms, changing the family dynamics forever. The allegiances and expectations shift radically as the truth is revealed.",18.9795,/xatpxQfUVblKveWHXNOidaNg4ju.jpg,2024-10-22,False,False,5.2,8,95,0,0,Released,,Deborah Twiss
False,/gl0jzn4BupSbL2qMVeqrjKkF9Js.jpg,"12,14,16",128,Princess Mononoke,ja,もののけ姫,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",18.9731,/cMYCDADoLKLbB83g4WnJegaZimC.jpg,1997-07-12,False,False,8.321,9026,134,23500000,176506186,Released,The fate of the world rests on the courage of one warrior.,Hayao Miyazaki
False,/tuDhEdza074bA497bO9WFEPs6O6.jpg,"12,10751,14",411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",18.9428,/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg,2005-12-07,False,False,7.137,11510,143,180000000,745013115,Released,The beloved masterpiece comes to life.,Andrew Adamson
False,/iWak7wT0j6ycCc8lKr4NBz9c7n5.jpg,"9648,53,18",210577,Gone Girl,en,Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",18.7708,/ts996lKsxvjkO2yiYG0ht4qAicO.jpg,2014-10-01,False,False,7.89,20005,149,61000000,370890259,Released,You don't know what you've got 'til it's...,David Fincher
False,/kg2FOT2Oe5PSCgs3L4vLel6B7ck.jpg,"28,27,878",72190,World War Z,en,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",18.7666,/aCnVdvExw6UWSeQfr0tUH3jr4qG.jpg,2013-06-19,False,False,6.836,16612,116,200000000,531865000,Released,There will come a day when the world we know will end.,Marc Forster
False,/vDKRMZGFTKP9nQolzeSB1rB1w6p.jpg,"18,36,10752",324786,Hacksaw Ridge,en,Hacksaw Ridge,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",18.7664,/fnOMP6mjmOmZwmlC1n0K7ivrzt1.jpg,2016-10-07,False,False,8.19,14887,139,40000000,175302354,Released,One of the greatest heroes in American history never fired a bullet.,Mel Gibson
False,/1w8kutrRucTd3wlYyu5QlUDMiG1.jpg,"12,10751,16",762509,Mufasa: The Lion King,en,Mufasa: The Lion King,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",18.7434,/jbOSUAWMGzGL1L4EaUF8K6zYFo7.jpg,2024-12-18,False,False,7.309,2673,118,200000000,722631756,Released,The story of an orphan who would be king.,Barry Jenkins
False,/w1oD1MzHjnBJc5snKupIQaSBLIh.jpg,"28,12,878",559,Spider-Man 3,en,Spider-Man 3,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",18.6789,/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg,2007-05-01,False,False,6.463,15249,139,258000000,894983373,Released,The greatest battle lies within.,Sam Raimi
False,/uT895WNwm0aIJRtGizcQhrejWUo.jpg,"28,12,878",76341,Mad Max: Fury Road,en,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",18.6703,/hA2ple9q4qnwxp3hKVNhroipsir.jpg,2015-05-13,False,False,7.634,24123,121,150000000,378858340,Released,The future belongs to the mad.,George Miller
False,/7Wev9JMo6R5XAfz2KDvXb7oPMmy.jpg,"9648,53",77,Memento,en,Memento,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",18.6436,/fKTPH2WvH8nHTXeBYBVhawtRqtR.jpg,2000-10-11,False,False,8.176,16290,113,9000000,40060108,Released,Some memories are best forgotten.,Christopher Nolan
False,/uJK0jjJ8QDOQw5lcNBwu059ht4D.jpg,"18,10749",1294203,My Fault: London,en,My Fault: London,"18-year-old Noah moves from America to London, with her mother who's recently fallen in love with William, a wealthy British businessman. Noah meets William’s son, bad-boy Nick, and soon discovers there is an attraction between them neither can avoid. As Noah spends the summer adjusting to her new life, her devastating past will catch up with her while falling in love for the first time.",18.5953,/ttN5D6GKOwKWHmCzDGctAvaNMAi.jpg,2025-02-12,False,False,7.397,575,119,0,0,Released,,Dani Girdwood
False,/5jhG1lTgV0MS6tDkBMQSSitttTT.jpg,18,1402,The Pursuit of Happyness,en,The Pursuit of Happyness,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,18.5928,/lBYOKAMcxIvuk9s9hMuecB9dPBV.jpg,2006-12-14,False,False,7.887,10615,117,55000000,307077295,Released,"For his son, one man will reach for the impossible.",Gabriele Muccino
False,/hSwgaqwaXMLyeDnPhehLPcYfTdp.jpg,"27,80",292238,Horrible High Heels,cn,人皮高跟鞋,"Someone has been skinning dead bodies and using their hide to make shoes. All of a sudden, a shoe factory whose business has been on the low side for some time improves tremendously.",18.546,/3aAjnQIfN10t6vuYHuflQAMbDYm.jpg,1996-01-06,False,False,4.5,13,95,0,0,Released,,Mao Chiang-Pang
False,/b7xQ5fuyVO4c24igizCfPgF6n7q.jpg,"10751,18",406997,Wonder,en,Wonder,"The story of August Pullman – a boy with facial differences – who enters fifth grade, attending a mainstream elementary school for the first time.",18.5058,/sONh3LYGFcVDTy8pm1tbSOB13Li.jpg,2017-11-13,False,False,8.1,8263,113,20000000,315025930,Released,Who gives you the courage to face the world?,Stephen Chbosky
False,/otnb5xeYevdpCN0wWH66meK3cGp.jpg,"35,10751",1352310,Rodrigue in Love,fr,Avignon,"A struggling actor, Stéphane arrives with his troupe at the Avignon Festival to perform a boulevard play. There, he meets Fanny, a renowned actress, and falls under her spell. Taking advantage of a misunderstanding to get closer to her, Stéphane sinks into a lie that he will have to keep going for the duration of the festival... but which will quickly overwhelm him!",18.4961,/oZAnL8j1RtFP2PsQKNgDC8g1XEe.jpg,2025-06-18,False,False,6.2,138,102,0,0,Released,,Johann Dionnet
False,/weAYfu6FfrNxEDJ3xH1XpgQcqUv.jpg,"14,18,10749",8966,Twilight,en,Twilight,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",18.4536,/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,2008-11-20,False,False,6.282,14424,122,37000000,393616788,Released,"When you can live forever, what do you live for?",Catherine Hardwicke
False,/wa0UGYppc6uWOdVow4Ko2CG4jk9.jpg,"80,27,53",73861,A Serbian Film,sr,Srpski film,"Retired porn star Milos leads a normal family life trying to make ends meet. Presented with the opportunity of a lifetime to financially support his family for the rest of their lives, Milos must participate in one last mysterious film. From then on, Milos is drawn into a maelstrom of unbelievable cruelty and mayhem.",18.4528,/yIQqiw3Az5QYNHLCUoCTtxXH24G.jpg,2010-01-06,False,False,5.442,2215,104,0,0,Released,Not all films have a happy ending.,Srđan Spasojević
False,/ohUhHOqW8cM59Ay5UjqplLzJbH3.jpg,"10749,18",1317672,Love Me Love Me,en,Love Me Love Me,"After her brother's death, June moves to Milan for a fresh start, finding comfort in Will, the perfect honor student at her new international school. But when his troubled best friend James—hiding a dangerous life in clandestine MMA fights—sparks a rivalry that quickly turns into irresistible attraction, June must choose between safety and a love that upends everything she thought she wanted.",18.4474,/jfwHKRHRE2X4NTexdzblaioHH51.jpg,2026-02-12,False,False,5.936,265,99,0,0,Released,,Roger Kumble
False,/yNuZJTG4Nv0WJGhAtrOibEwplOM.jpg,18,1706197,Scandal Queen,tl,Scandal Queen,"An erotic thriller about Mara, a woman who seduces celebrities and influencers to secretly film and blackmail them for money. But when love enters the picture, her dangerous scheme begins to fall apart.",18.4221,/45A4e9Z7yA2zvFJH5DDlr7aBQlm.jpg,2026-06-05,False,False,5.0,1,71,0,0,Released,,Topel Lee
False,/2lHxj082xknb8kt4gOcmn1yPjkk.jpg,"12,16,35,10751,14",1315772,Minions & Monsters,en,Minions & Monsters,"This is the rambunctious, ridiculous and totally true story of how the Minions conquered Hollywood, became movie stars, lost everything, unleashed monsters onto the world and then banded together to try and save the planet from the mayhem they had just created.",18.4165,/nz7i42yhLIJ4ve9JKgM6NthoLHO.jpg,2026-06-24,False,False,0.0,0,90,0,0,Post Production,Hollywood has a monster problem.,Pierre Coffin
False,/smbez2rHwIeogYl88hXMtq8EPQE.jpg,"18,878",1232889,Malta,es,Malta,"Mariana is a systematic girl. She studies English and German at a language school. She works in a call center as many hours as possible and saves everything she earns. To entertain herself a little, she looks for men in bars with whom she only plans to spend one night. Why compromise if she just wants to travel? That is Mariana's plan, to go away and what better than to an island in the Mediterranean. But Gabriel, an unlikely boy who keeps getting into her life with bad jokes and uncomfortable questions, forces her to look at herself and wonder what she wants to run away from.",18.3995,/64cVvqAGgxlRXRGue6Aw5BPDSRF.jpg,2024-03-08,False,False,5.4,8,97,0,0,Released,,Natalia Santa
False,/7Zx3wDG5bBtcfk8lcnCWDOLM4Y4.jpg,"10751,878,35",552524,Lilo & Stitch,en,Lilo & Stitch,The wildly funny and touching story of a lonely Hawaiian girl and the fugitive alien who helps to mend her broken family.,18.3639,/ckQzKpQJO4ZQDCN5evdpKcfm7Ys.jpg,2025-05-17,False,False,7.2,2175,108,100000000,1038027526,Released,Hold on to your coconuts.,Dean Fleischer Camp
False,/enwc2Acl38mvX33QffmTzDSV89D.jpg,"80,18,53",847742,Drishyam 3,ml,ദൃശ്യം 3,"To protect his family and their dark secret, Georgekutty faces an organized new threat. As walls close in and cracks widen, how much more is he willing to sacrifice ?",18.3594,/456FlpiU1iOBnaOxSd783QhZKWw.jpg,2026-05-21,False,False,7.417,6,157,21000000,0,Released,The past never stays silent,Jeethu Joseph
